"","category","title","writer","article"
"122","오피니언","[유레카] 안중근의 동양평화론 / 고명섭","한겨레","‘동양평화론’은 이토 히로부미를 저격한 안중근(1879~1910)이 뤼순 감옥에서 순국 직전에 쓴 글이다. 안중근은 동양평화론을 …"
"123","오피니언","인체의 신비 [전수민의 소도마을 신농일기]","스포츠경향","어릴 때부터 조금만 아파도 엄살을 피우는 사람들이 좀 이상하게 여겨졌다. 나는 잘 참는 편이기도 했고, 아픔을 호소하며 울기라도 …"
"124","오피니언","[사설]일본 수출 제재, 냉정하게 보자","전자신문","박용만 대한상공회의소 회장이 3일 최근 미중 통상전쟁과 일본의 반도체·디스플레이 소재 수출규제 등과 관련해 정부와 정치권을 겨냥 …"
"125","오피니언","[e글중심] '단속 거부' 제압했다가 4억 물게 된 경찰…과잉 진압은 문제 vs 누가 범인 잡겠나","중앙일보","또 다시 경찰의 대응이 논란입니다. 이번엔 경찰이 거액을 물어내게 된 사건입니다. 발단은 끼어들기 단속입니다. 경찰이 범칙금 통 …"
"126","오피니언","“사과로 파리를 놀라게 하겠다”…40년동안 사과를 그린 화가, 이유는?","동아일보","세상을 변화시킨 유명한 사과들이 있다. 아담의 사과, 윌리엄 텔의 사과, 뉴턴의 사과, 그리고 스티브 잡스의 애플까지. 여기에  …"
"127","오피니언","[김종섭의 광고이야기] 가장 보수적인 도시에서 아이디어 팔기-2","매일신문","[디지털국 imaeil@imaeil.com] 대구의 한 병원장님과 미팅할 때의 일이다. 난 아무나 만나주지 않아. 견적서 보니 …"
"128","오피니언","[연합시론] 신속한 협상타결로 공공 비정규직 파업 혼란 최소화해야","연합뉴스","(서울=연합뉴스) 민주노총 소속 공공부문 비정규직 노동자들이 정규직 전환 등을 요구하며 3일 총파업에 들어갔다. 이들 노조의 전 …"
"129","오피니언","[내가 읽은 책]데미안/헤르만헤세/ 코너스톤/ 2017/민음사","매일신문","[문화부 jebo@imaeil.com] 1877년 독일 남부 도시 칼프에서 목사의 아들로 태어난 헤르만 헤세는 파란만장한 청소년 …"
"130","오피니언","[기자수첩] 수출이 어려운 게 은행 탓인가","조선비즈","성윤모 산업통상자원부 장관은 지난 1일 수출상황 점검회의를 열고 수출 기업을 돕기 위해 하반기 무역금융을 총 119조원 공급하겠 …"
"131","오피니언","[주요 신문 사설](3일 석간)","연합뉴스","▲ 문화일보 = '세금 일자리 확대' 하반기 경제정책, 총선用 아닌가 北어선 축소 의혹 핵심은 '靑 지휘', 國調로 밝혀내야 ' …"
"132","오피니언","[초동여담]'건달불'처럼…","아시아경제","[아시아경제 박철응 기자] 우리나라 최초의 발전소는 어디 있었을까? 요즘은 발전소 입지를 정하려면 주민들의 반발을 비롯해 여러  …"
"133","오피니언","황교안 대표 말처럼 하는 나라가 있다고?","미디어오늘","[민언련 방송 모니터보고서] [미디어오늘 민주언론시민연합] 황교안 자유한국당 대표가 부산 민생투어 이틀째인 지난 19일 부산 지 …"
"134","오피니언","연예인 이혼 발표에 집까지 찾아간 채널A","미디어오늘","[민언련 방송 모니터보고서] [미디어오늘 민주언론시민연합] 지난 6월27일 배우 송혜교 씨와 송중기 씨가 이혼 조정 절차를 밟는 …"
"135","오피니언","[특별 기고]블록체인이 범죄자금 은닉에 악용된다면?","서울경제","[서울경제] 수 천 억원의 다단계 사기 사건을 자행한 사람이 있습니다. 이 사람이 감옥에서 몇 년 살고 나온 뒤 아무 문제없이  …"
"136","오피니언","<여론마당>택배차량 시동 켜둔 채 작업… 연료 소모·대기오염 가중","문화일보","얼마 전에 길을 걸으면서 택배 차량이 10여 분 이상 시동을 걸어둔 상태로 있는 모습을 본 적이 있다. 차주는 조금이라도 빨리  …"
"137","오피니언","<여론마당>혼자 사는 여성 노린 범죄 급증에 창문 경보기 설치할 필요","문화일보","지난 5월 28일 한 남성이 서울 신림동의 한 빌라에서 집으로 들어가던 여성을 뒤쫓아 침입하려다 경찰에 붙잡히는 사건이 SNS를 …"
"138","오피니언","<美國에서 본 한반도>‘안보 리얼리티 쇼’ 위험성과 대응책","문화일보","신기욱 스탠퍼드大 교수 아시아태평양연구소장 한국, 平和 뒷받침할 힘 키워야 트럼프 활용 對中 억지력 증강 同盟 변화 대비 核무장 …"
"139","오피니언","<기고>건강보험 보장성 강화 2년을 돌아보며","문화일보","김강립 보건복지부 차관 선천성 거대 모반(母斑), 신경피부흑색종. 20만 분의 1 확률로 발생하는 이 질병은 온몸에 검은 점이  …"
"140","오피니언","<포럼>경제 내우외환 키우는 ‘정부 리스크’","문화일보","김영용 전남대 명예교수 경제학 한국 경제를 뒤덮고 있는 어두운 그림자가 더욱 넓고 짙어지고 있다. 우선, 경제 성장을 견인해 온 …"
